dataset,filename,severity,spatial_score,global_cast_score,mean_delta_e,input_path,gt_path
U90,15094.png,Moderate,8.99006175994873,16.97612953186035,20.32588768005371,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/15094.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/15094.png
U90,15113.png,Mild,5.763978481292725,24.63551902770996,28.339385986328125,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/15113.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/15113.png
U90,15136.png,Moderate,9.379804611206055,21.34770965576172,23.498966217041016,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/15136.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/15136.png
U90,1539.png,Moderate,9.518217086791992,13.13392162322998,17.551185607910156,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/1539.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/1539.png
U90,15418.png,Severe,18.701627731323242,29.92823600769043,35.75849914550781,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/15418.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/15418.png
U90,15426.png,Severe,11.962808609008789,33.407169342041016,35.732688903808594,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/15426.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/15426.png
U90,15704.png,Severe,11.324772834777832,19.791141510009766,24.298887252807617,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/15704.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/15704.png
U90,1573.png,Moderate,10.176810264587402,15.916784286499023,16.917949676513672,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/1573.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/1573.png
U90,1660.png,Severe,13.113521575927734,31.10767936706543,32.56070327758789,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/1660.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/1660.png
U90,1742.png,Mild,2.571350336074829,10.452316284179688,10.876572608947754,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/1742.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/1742.png
U90,1957.png,Moderate,7.3243608474731445,14.031221389770508,17.10999870300293,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/1957.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/1957.png
U90,208_img_.png,Moderate,7.680986404418945,25.888723373413086,27.990327835083008,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/208_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/208_img_.png
U90,209_img_.png,Mild,6.752796173095703,12.01394271850586,13.851152420043945,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/209_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/209_img_.png
U90,210_img_.png,Mild,5.771986961364746,12.29796028137207,13.45043659210205,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/210_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/210_img_.png
U90,211_img_.png,Moderate,7.683335304260254,5.875768184661865,11.727182388305664,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/211_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/211_img_.png
U90,212_img_.png,Moderate,8.451600074768066,13.24077033996582,17.317476272583008,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/212_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/212_img_.png
U90,213_img_.png,Severe,15.953701972961426,17.755901336669922,25.090614318847656,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/213_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/213_img_.png
U90,2546.png,Mild,5.951496124267578,14.78013801574707,16.051733016967773,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/2546.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/2546.png
U90,25_img_.png,Mild,6.519035816192627,3.465994119644165,13.094367980957031,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/25_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/25_img_.png
U90,2629.png,Moderate,10.825565338134766,22.229955673217773,25.087665557861328,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/2629.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/2629.png
U90,2677.png,Mild,4.581419467926025,17.35680389404297,18.297687530517578,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/2677.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/2677.png
U90,26_img_.png,Moderate,9.426501274108887,5.968288421630859,14.407931327819824,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/26_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/26_img_.png
U90,2701.png,Severe,13.23081111907959,22.77536392211914,27.549373626708984,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/2701.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/2701.png
U90,2774.png,Mild,3.737717390060425,13.087549209594727,16.173736572265625,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/2774.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/2774.png
U90,2787.png,Severe,12.53785514831543,21.205129623413086,24.95472526550293,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/2787.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/2787.png
U90,2882.png,Mild,4.755101680755615,17.551504135131836,18.650508880615234,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/2882.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/2882.png
U90,2977.png,Severe,11.179343223571777,24.26034164428711,26.061798095703125,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/2977.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/2977.png
U90,3001.png,Severe,12.433452606201172,14.898094177246094,19.237918853759766,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/3001.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/3001.png
U90,3015.png,Mild,4.869477272033691,2.2978227138519287,6.894834041595459,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/3015.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/3015.png
U90,3196.png,Mild,5.46926736831665,23.94021224975586,24.91212272644043,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/3196.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/3196.png
U90,3202.png,Mild,4.711483001708984,10.240128517150879,11.753032684326172,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/3202.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/3202.png
U90,3330.png,Severe,18.77821159362793,30.48272132873535,34.82476806640625,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/3330.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/3330.png
U90,3650.png,Severe,12.77082347869873,7.422706604003906,15.93299674987793,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/3650.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/3650.png
U90,3728.png,Mild,5.614162921905518,0.40254297852516174,10.00367546081543,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/3728.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/3728.png
U90,379_img_.png,Mild,3.6543235778808594,15.094575881958008,16.403648376464844,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/379_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/379_img_.png
U90,380_img_.png,Moderate,9.904903411865234,53.14323806762695,54.097320556640625,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/380_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/380_img_.png
U90,381_img_.png,Severe,16.111164093017578,26.97871208190918,32.27644348144531,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/381_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/381_img_.png
U90,382_img_.png,Mild,7.190238952636719,34.157405853271484,35.10316467285156,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/382_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/382_img_.png
U90,383_img_.png,Severe,14.784547805786133,25.337724685668945,31.65341567993164,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/383_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/383_img_.png
U90,3925.png,Mild,4.810610294342041,8.408435821533203,11.956094741821289,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/3925.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/3925.png
U90,3947.png,Mild,5.305740833282471,8.661508560180664,11.915499687194824,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/3947.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/3947.png
U90,4070.png,Moderate,10.022555351257324,13.650256156921387,16.883691787719727,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/4070.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/4070.png
U90,540_img_.png,Moderate,8.462835311889648,21.479097366333008,23.490497589111328,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/540_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/540_img_.png
U90,541_img_.png,Mild,6.528660297393799,23.84027671813965,25.59117317199707,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/541_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/541_img_.png
U90,542_img_.png,Moderate,7.194845199584961,21.99907684326172,23.12039566040039,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/542_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/542_img_.png
U90,543_img_.png,Moderate,7.74733304977417,30.283113479614258,32.0528564453125,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/543_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/543_img_.png
U90,544_img_.png,Mild,6.762454509735107,26.697649002075195,27.550662994384766,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/544_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/544_img_.png
U90,5554.png,Mild,7.050436019897461,24.039817810058594,24.697402954101562,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/5554.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/5554.png
U90,5818.png,Moderate,10.454360008239746,22.244169235229492,24.154918670654297,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/5818.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/5818.png
U90,5830.png,Severe,11.132197380065918,34.368377685546875,35.714813232421875,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/5830.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/5830.png
U90,601_img_.png,Severe,18.010860443115234,24.48311424255371,33.51726150512695,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/601_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/601_img_.png
U90,602_img_.png,Severe,13.936344146728516,31.089519500732422,35.19019317626953,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/602_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/602_img_.png
U90,603_img_.png,Moderate,10.794234275817871,26.641353607177734,30.56874656677246,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/603_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/603_img_.png
U90,604_img_.png,Severe,11.203388214111328,27.831844329833984,30.47978973388672,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/604_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/604_img_.png
U90,605_img_.png,Severe,15.54433536529541,30.375688552856445,35.47554397583008,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/605_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/605_img_.png
U90,6062.png,Severe,17.86893653869629,36.772674560546875,40.05335998535156,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/6062.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/6062.png
U90,6082.png,Moderate,8.287528991699219,26.278982162475586,26.885356903076172,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/6082.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/6082.png
U90,6788.png,Severe,11.402715682983398,24.90001106262207,26.268966674804688,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/6788.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/6788.png
U90,6820.png,Mild,6.038536071777344,8.913265228271484,10.385454177856445,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/6820.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/6820.png
U90,8010.png,Moderate,10.177186965942383,23.119298934936523,25.111026763916016,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/8010.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/8010.png
U90,8046.png,Moderate,7.463780403137207,23.993515014648438,25.356369018554688,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/8046.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/8046.png
U90,82_img_.png,Mild,4.215816974639893,16.777828216552734,17.44823455810547,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/82_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/82_img_.png
U90,86_img_.png,Moderate,7.911746978759766,7.611655235290527,9.476789474487305,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/86_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/86_img_.png
U90,87_img_.png,Severe,15.471460342407227,19.926401138305664,25.107521057128906,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/87_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/87_img_.png
U90,89_img_.png,Moderate,9.013810157775879,23.46685791015625,25.198551177978516,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/89_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/89_img_.png
U90,90_img_.png,Severe,15.98575496673584,18.600242614746094,24.694570541381836,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/90_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/90_img_.png
U90,928_img_.png,Mild,4.8787360191345215,8.653156280517578,10.278987884521484,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/928_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/928_img_.png
U90,929_img_.png,Mild,5.899172306060791,9.325986862182617,11.651267051696777,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/929_img_.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/929_img_.png
U90,9547.png,Moderate,8.743727684020996,13.15359115600586,14.914952278137207,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/9547.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/9547.png
U90,9554.png,Moderate,8.948697090148926,11.108505249023438,13.92058277130127,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/9554.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/9554.png
U90,9557.png,Moderate,9.373542785644531,14.326773643493652,18.06623077392578,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/9557.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/9557.png
U90,9567.png,Mild,6.497570514678955,14.094151496887207,15.20268726348877,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/9567.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/9567.png
U90,9896.png,Severe,12.57946491241455,16.05521583557129,20.74827003479004,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/9896.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/9896.png
U90,9900.png,Severe,10.899805068969727,17.927522659301758,23.053089141845703,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/input/9900.png,/data2/users/zhangxu/ISP/6_UIR/Datasets/U90/GT/9900.png
LSUI,1003.jpg,Mild,5.351043224334717,29.336711883544922,30.43411636352539,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1003.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1003.jpg
LSUI,1004.jpg,Mild,3.63661527633667,20.438983917236328,21.155956268310547,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1004.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1004.jpg
LSUI,1005.jpg,Mild,4.158318519592285,31.72210121154785,32.23774719238281,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1005.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1005.jpg
LSUI,1006.jpg,Mild,2.631617546081543,27.586894989013672,27.99393081665039,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1006.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1006.jpg
LSUI,1007.jpg,Mild,2.896644115447998,31.44055938720703,31.992019653320312,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1007.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1007.jpg
LSUI,1008.jpg,Mild,4.124543190002441,28.85725212097168,29.697086334228516,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1008.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1008.jpg
LSUI,1009.jpg,Mild,1.6127231121063232,33.764469146728516,34.12519454956055,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1009.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1009.jpg
LSUI,1010.jpg,Severe,11.122694969177246,19.10624122619629,20.169281005859375,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1010.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1010.jpg
LSUI,1011.jpg,Mild,2.2208898067474365,33.97406005859375,34.53363037109375,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1011.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1011.jpg
LSUI,1012.jpg,Mild,4.415939807891846,26.63668441772461,27.471311569213867,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1012.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1012.jpg
LSUI,1013.jpg,Severe,9.068999290466309,16.879314422607422,17.713376998901367,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1013.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1013.jpg
LSUI,1014.jpg,Severe,12.449186325073242,18.40251350402832,20.684839248657227,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1014.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1014.jpg
LSUI,1015.jpg,Mild,5.705433368682861,26.125507354736328,27.008787155151367,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1015.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1015.jpg
LSUI,1016.jpg,Severe,15.004620552062988,21.790624618530273,24.75348472595215,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1016.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1016.jpg
LSUI,1017.jpg,Moderate,6.446178913116455,9.255187034606934,11.15625286102295,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1017.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1017.jpg
LSUI,1018.jpg,Severe,8.638919830322266,25.05297088623047,26.67005157470703,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1018.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1018.jpg
LSUI,1019.jpg,Severe,9.09101390838623,9.158401489257812,12.368322372436523,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1019.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1019.jpg
LSUI,1020.jpg,Mild,2.8412632942199707,12.851969718933105,13.089814186096191,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1020.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1020.jpg
LSUI,1021.jpg,Mild,5.406859874725342,11.183177947998047,12.59561538696289,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1021.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1021.jpg
LSUI,1022.jpg,Mild,2.66878080368042,26.13457489013672,26.64494514465332,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1022.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1022.jpg
LSUI,1023.jpg,Mild,1.7302570343017578,33.770381927490234,34.17748260498047,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1023.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1023.jpg
LSUI,1024.jpg,Mild,3.1857569217681885,36.57731628417969,38.303367614746094,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1024.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1024.jpg
LSUI,1025.jpg,Mild,2.5400171279907227,30.34892463684082,31.419979095458984,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1025.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1025.jpg
LSUI,1026.jpg,Mild,3.4787611961364746,32.1323356628418,33.84714126586914,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1026.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1026.jpg
LSUI,1027.jpg,Mild,1.934478998184204,33.047481536865234,33.90342712402344,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1027.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1027.jpg
LSUI,1028.jpg,Severe,10.59965991973877,35.46318054199219,37.520416259765625,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1028.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1028.jpg
LSUI,1029.jpg,Severe,17.320579528808594,43.14653778076172,46.696006774902344,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1029.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1029.jpg
LSUI,1030.jpg,Severe,8.266448020935059,32.69668197631836,34.010475158691406,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1030.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1030.jpg
LSUI,1031.jpg,Severe,15.200041770935059,48.70047378540039,51.238136291503906,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1031.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1031.jpg
